"@timestamp","_id","_index","_score","_type",agent,"agent.keyword",bytes,clientip,"event.dataset",extension,"extension.keyword","geo.coordinates","geo.dest","geo.src","geo.srcdest",host,"host.keyword","hour_of_day",index,"index.keyword",ip,"machine.os","machine.os.keyword","machine.ram",memory,message,"message.keyword",phpmemory,referer,request,"request.keyword",response,"response.keyword",tags,"tags.keyword",timestamp,url,"url.keyword","utc_time"
"Jul 2, 2023 @ 01:43:07.412","eK94F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","8,319","77.50.103.234","sample_web_logs",rpm,rpm,"{
  ""coordinates"": [
    -83.82681333,
    34.27290389
  ],
  ""type"": ""Point""
}",US,US,"US:US","artifacts.elastic.co","artifacts.elastic.co",5,"kibana_sample_data_logs","kibana_sample_data_logs","77.50.103.234",ios,ios,"8,589,934,592","-","77.50.103.234 - - [2018-07-29T05:43:07.412Z] ""GET /beats/metricbeat/metricbeat-6.3.2-i686.rpm HTTP/1.1"" 200 8319 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","77.50.103.234 - - [2018-07-29T05:43:07.412Z] ""GET /beats/metricbeat/metricbeat-6.3.2-i686.rpm HTTP/1.1"" 200 8319 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","-","http://twitter.com/success/viktor-savinykh","/beats/metricbeat/metricbeat-6.3.2-i686.rpm","/beats/metricbeat/metricbeat-6.3.2-i686.rpm",200,200,"success, security","success, security","Jul 2, 2023 @ 01:43:07.412","https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","Jul 2, 2023 @ 01:43:07.412"
"Jul 2, 2023 @ 01:38:22.120","Ha94F4kB_MXBIRPNEiq7","kibana_sample_data_logs","-","_doc","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","16,915","40.40.17.159","sample_web_logs",gz,gz,"{
  ""coordinates"": [
    -94.92524194,
    38.53751389
  ],
  ""type"": ""Point""
}",IN,US,"US:IN","artifacts.elastic.co","artifacts.elastic.co",5,"kibana_sample_data_logs","kibana_sample_data_logs","40.40.17.159",osx,osx,"10,737,418,240","-","40.40.17.159 - - [2018-07-29T05:38:22.120Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 16915 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","40.40.17.159 - - [2018-07-29T05:38:22.120Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 16915 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","-","http://www.elastic-elastic-elastic.com/success/wendy-lawrence","/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz",200,200,"success, info","success, info","Jul 2, 2023 @ 01:38:22.120","https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","Jul 2, 2023 @ 01:38:22.120"
"Jul 2, 2023 @ 01:14:47.342","Qq94F4kB_MXBIRPNEiq7","kibana_sample_data_logs","-","_doc","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","6,976","191.105.163.245","sample_web_logs",rpm,rpm,"{
  ""coordinates"": [
    -69.67552778,
    44.53325
  ],
  ""type"": ""Point""
}",BD,US,"US:BD","artifacts.elastic.co","artifacts.elastic.co",5,"kibana_sample_data_logs","kibana_sample_data_logs","191.105.163.245","win 7","win 7","5,368,709,120","-","191.105.163.245 - - [2018-07-29T05:14:47.342Z] ""GET /beats/metricbeat/metricbeat-6.3.2-i686.rpm HTTP/1.1"" 200 6976 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","191.105.163.245 - - [2018-07-29T05:14:47.342Z] ""GET /beats/metricbeat/metricbeat-6.3.2-i686.rpm HTTP/1.1"" 200 6976 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","-","http://facebook.com/success/michael-massimino","/beats/metricbeat/metricbeat-6.3.2-i686.rpm","/beats/metricbeat/metricbeat-6.3.2-i686.rpm",200,200,"error, info","error, info","Jul 2, 2023 @ 01:14:47.342","https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","Jul 2, 2023 @ 01:14:47.342"
"Jul 2, 2023 @ 01:08:23.800","6K94F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","4,118","209.50.125.228","sample_web_logs","(empty)","(empty)","{
  ""coordinates"": [
    -99.90806667,
    38.47110278
  ],
  ""type"": ""Point""
}",GB,US,"US:GB","elastic-elastic-elastic.org","elastic-elastic-elastic.org",5,"kibana_sample_data_logs","kibana_sample_data_logs","209.50.125.228","win 7","win 7","17,179,869,184","164,720","209.50.125.228 - - [2018-07-29T05:08:23.800Z] ""GET /people/type:astronauts/name:virgil-i-gus-grissom/profile HTTP/1.1"" 200 4118 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","209.50.125.228 - - [2018-07-29T05:08:23.800Z] ""GET /people/type:astronauts/name:virgil-i-gus-grissom/profile HTTP/1.1"" 200 4118 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","164,720","http://nytimes.com/warning/stephen-oswald","/people/type:astronauts/name:virgil-i-gus-grissom/profile","/people/type:astronauts/name:virgil-i-gus-grissom/profile",200,200,"success, info","success, info","Jul 2, 2023 @ 01:08:23.800","https://elastic-elastic-elastic.org/people/type:astronauts/name:virgil-i-gus-grissom/profile","https://elastic-elastic-elastic.org/people/type:astronauts/name:virgil-i-gus-grissom/profile","Jul 2, 2023 @ 01:08:23.800"
"Jul 2, 2023 @ 00:57:43.739","t694F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","7,462","116.174.134.165","sample_web_logs",gz,gz,"{
  ""coordinates"": [
    -83.55546167,
    36.41008417
  ],
  ""type"": ""Point""
}",BY,US,"US:BY","artifacts.elastic.co","artifacts.elastic.co",4,"kibana_sample_data_logs","kibana_sample_data_logs","116.174.134.165","win 8","win 8","18,253,611,008","-","116.174.134.165 - - [2018-07-29T04:57:43.739Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz HTTP/1.1"" 200 7462 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","116.174.134.165 - - [2018-07-29T04:57:43.739Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz HTTP/1.1"" 200 7462 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","-","http://facebook.com/warning/donald-deke-slayton","/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz",200,200,"success, security","success, security","Jul 2, 2023 @ 00:57:43.739","https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","Jul 2, 2023 @ 00:57:43.739"
"Jul 1, 2023 @ 23:54:38.494","rK94F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","7,389","157.4.76.38","sample_web_logs",gz,gz,"{
  ""coordinates"": [
    -89.34285194,
    33.93011222
  ],
  ""type"": ""Point""
}",CN,US,"US:CN","artifacts.elastic.co","artifacts.elastic.co",3,"kibana_sample_data_logs","kibana_sample_data_logs","157.4.76.38","win xp","win xp","19,327,352,832","-","157.4.76.38 - - [2018-07-29T03:54:38.494Z] ""GET /kibana/kibana-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 7389 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","157.4.76.38 - - [2018-07-29T03:54:38.494Z] ""GET /kibana/kibana-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 7389 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","-","http://twitter.com/success/elliot-see","/kibana/kibana-6.3.2-linux-x86_64.tar.gz","/kibana/kibana-6.3.2-linux-x86_64.tar.gz",200,200,"success, security","success, security","Jul 1, 2023 @ 23:54:38.494","https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","Jul 1, 2023 @ 23:54:38.494"
"Jul 1, 2023 @ 23:40:44.506","Mq94F4kB_MXBIRPNEiq7","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","1,568","2.49.53.218","sample_web_logs",gz,gz,"{
  ""coordinates"": [
    -122.4681094,
    41.78144167
  ],
  ""type"": ""Point""
}",IN,US,"US:IN","artifacts.elastic.co","artifacts.elastic.co",3,"kibana_sample_data_logs","kibana_sample_data_logs","2.49.53.218","win 7","win 7","20,401,094,656","-","2.49.53.218 - - [2018-07-29T03:40:44.506Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz HTTP/1.1"" 200 1568 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","2.49.53.218 - - [2018-07-29T03:40:44.506Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz HTTP/1.1"" 200 1568 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","-","http://www.elastic-elastic-elastic.com/success/william-gregory","/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz",200,200,"success, info","success, info","Jul 1, 2023 @ 23:40:44.506","https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","Jul 1, 2023 @ 23:40:44.506"
"Jul 1, 2023 @ 23:32:57.976","T694F4kB_MXBIRPNEiq7","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","9,927","207.142.100.247","sample_web_logs",gz,gz,"{
  ""coordinates"": [
    -71.41890028,
    43.57272806
  ],
  ""type"": ""Point""
}",ET,US,"US:ET","artifacts.elastic.co","artifacts.elastic.co",3,"kibana_sample_data_logs","kibana_sample_data_logs","207.142.100.247","win 7","win 7","2,147,483,648","-","207.142.100.247 - - [2018-07-29T03:32:57.976Z] ""GET /kibana/kibana-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 404 9927 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","207.142.100.247 - - [2018-07-29T03:32:57.976Z] ""GET /kibana/kibana-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 404 9927 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","-","http://www.elastic-elastic-elastic.com/success/peter-wisoff","/kibana/kibana-6.3.2-linux-x86_64.tar.gz","/kibana/kibana-6.3.2-linux-x86_64.tar.gz",404,404,"success, info","success, info","Jul 1, 2023 @ 23:32:57.976","https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","Jul 1, 2023 @ 23:32:57.976"
"Jul 1, 2023 @ 21:36:56.687","oK94F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","9,418","19.112.190.54","sample_web_logs","(empty)","(empty)","{
  ""coordinates"": [
    -83.86863889,
    40.88544444
  ],
  ""type"": ""Point""
}",IQ,US,"US:IQ","www.elastic.co","www.elastic.co",1,"kibana_sample_data_logs","kibana_sample_data_logs","19.112.190.54",ios,ios,"3,221,225,472","-","19.112.190.54 - - [2018-07-29T01:36:56.687Z] ""GET /apm HTTP/1.1"" 200 9418 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","19.112.190.54 - - [2018-07-29T01:36:56.687Z] ""GET /apm HTTP/1.1"" 200 9418 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","-","http://twitter.com/success/thomas-reiter","/apm","/apm",200,200,"success, info","success, info","Jul 1, 2023 @ 21:36:56.687","https://www.elastic.co/downloads/apm","https://www.elastic.co/downloads/apm","Jul 1, 2023 @ 21:36:56.687"
"Jul 1, 2023 @ 20:00:00.000","Ca94F4kB_MXBIRPNEiq7","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","8,586","17.111.163.53","sample_web_logs",zip,zip,"{
  ""coordinates"": [
    -114.7967178,
    42.59157139
  ],
  ""type"": ""Point""
}",MY,US,"US:MY","artifacts.elastic.co","artifacts.elastic.co",0,"kibana_sample_data_logs","kibana_sample_data_logs","17.111.163.53","win 7","win 7","2,147,483,648","-","17.111.163.53 - - [2018-07-29T00:00:00.000Z] ""GET /kibana/kibana-6.3.2-windows-x86_64.zip HTTP/1.1"" 200 8586 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","17.111.163.53 - - [2018-07-29T00:00:00.000Z] ""GET /kibana/kibana-6.3.2-windows-x86_64.zip HTTP/1.1"" 200 8586 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","-","http://twitter.com/success/mark-kelly","/kibana/kibana-6.3.2-windows-x86_64.zip","/kibana/kibana-6.3.2-windows-x86_64.zip",200,200,"success, info","success, info","Jul 1, 2023 @ 20:00:00.000","https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-windows-x86_64.zip","https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-windows-x86_64.zip","Jul 1, 2023 @ 20:00:00.000"
"Jul 1, 2023 @ 17:55:26.831","lq94F4kB_MXBIRPNEim7","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","3,228","108.89.189.175","sample_web_logs",rpm,rpm,"{
  ""coordinates"": [
    -79.20043056,
    37.32668528
  ],
  ""type"": ""Point""
}",CN,US,"US:CN","artifacts.elastic.co","artifacts.elastic.co",21,"kibana_sample_data_logs","kibana_sample_data_logs","108.89.189.175",ios,ios,"7,516,192,768","-","108.89.189.175 - - [2018-07-28T21:55:26.831Z] ""GET /beats/metricbeat/metricbeat-6.3.2-i686.rpm HTTP/1.1"" 200 3228 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","108.89.189.175 - - [2018-07-28T21:55:26.831Z] ""GET /beats/metricbeat/metricbeat-6.3.2-i686.rpm HTTP/1.1"" 200 3228 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","-","http://twitter.com/success/linda-godwin","/beats/metricbeat/metricbeat-6.3.2-i686.rpm","/beats/metricbeat/metricbeat-6.3.2-i686.rpm",200,200,"success, security","success, security","Jul 1, 2023 @ 17:55:26.831","https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","Jul 1, 2023 @ 17:55:26.831"
"Jul 1, 2023 @ 16:45:05.957","Na94F4kB_MXBIRPNEiko","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","7,991","240.58.187.246","sample_web_logs",css,css,"{
  ""coordinates"": [
    -91.46634722,
    34.41232833
  ],
  ""type"": ""Point""
}",PK,US,"US:PK","cdn.elastic-elastic-elastic.org","cdn.elastic-elastic-elastic.org",20,"kibana_sample_data_logs","kibana_sample_data_logs","240.58.187.246",ios,ios,"7,516,192,768","-","240.58.187.246 - - [2018-07-28T20:45:05.957Z] ""GET /styles/app.css HTTP/1.1"" 200 7991 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","240.58.187.246 - - [2018-07-28T20:45:05.957Z] ""GET /styles/app.css HTTP/1.1"" 200 7991 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","-","http://twitter.com/success/kenneth-reightler","/styles/app.css","/styles/app.css",200,200,"warning, info","warning, info","Jul 1, 2023 @ 16:45:05.957","https://cdn.elastic-elastic-elastic.org/styles/app.css","https://cdn.elastic-elastic-elastic.org/styles/app.css","Jul 1, 2023 @ 16:45:05.957"
"Jul 1, 2023 @ 16:39:30.829","c694F4kB_MXBIRPNEiko","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","2,466","195.204.191.118","sample_web_logs",gz,gz,"{
  ""coordinates"": [
    -92.40034361,
    42.55708139
  ],
  ""type"": ""Point""
}",US,US,"US:US","artifacts.elastic.co","artifacts.elastic.co",20,"kibana_sample_data_logs","kibana_sample_data_logs","195.204.191.118","win xp","win xp","10,737,418,240","-","195.204.191.118 - - [2018-07-28T20:39:30.829Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 2466 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","195.204.191.118 - - [2018-07-28T20:39:30.829Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 2466 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","-","http://nytimes.com/success/steven-maclean","/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz",200,200,"success, info","success, info","Jul 1, 2023 @ 16:39:30.829","https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","Jul 1, 2023 @ 16:39:30.829"
"Jul 1, 2023 @ 16:20:24.125","qa94F4kB_MXBIRPNEim7","kibana_sample_data_logs","-","_doc","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","6,118","49.162.217.157","sample_web_logs",rpm,rpm,"{
  ""coordinates"": [
    -95.24216667,
    29.52130556
  ],
  ""type"": ""Point""
}",UY,US,"US:UY","artifacts.elastic.co","artifacts.elastic.co",20,"kibana_sample_data_logs","kibana_sample_data_logs","49.162.217.157","win xp","win xp","10,737,418,240","-","49.162.217.157 - - [2018-07-28T20:20:24.125Z] ""GET /beats/metricbeat/metricbeat-6.3.2-i686.rpm HTTP/1.1"" 200 6118 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","49.162.217.157 - - [2018-07-28T20:20:24.125Z] ""GET /beats/metricbeat/metricbeat-6.3.2-i686.rpm HTTP/1.1"" 200 6118 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","-","http://twitter.com/success/franco-malerba","/beats/metricbeat/metricbeat-6.3.2-i686.rpm","/beats/metricbeat/metricbeat-6.3.2-i686.rpm",200,200,"error, security","error, security","Jul 1, 2023 @ 16:20:24.125","https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","Jul 1, 2023 @ 16:20:24.125"
"Jul 1, 2023 @ 15:58:38.192","rK94F4kB_MXBIRPNEim7","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","2,119","214.134.227.125","sample_web_logs",gz,gz,"{
  ""coordinates"": [
    -91.29733639,
    31.61366111
  ],
  ""type"": ""Point""
}",BG,US,"US:BG","artifacts.elastic.co","artifacts.elastic.co",19,"kibana_sample_data_logs","kibana_sample_data_logs","214.134.227.125","win xp","win xp","32,212,254,720","-","214.134.227.125 - - [2018-07-28T19:58:38.192Z] ""GET /kibana/kibana-6.3.2-darwin-x86_64.tar.gz HTTP/1.1"" 200 2119 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","214.134.227.125 - - [2018-07-28T19:58:38.192Z] ""GET /kibana/kibana-6.3.2-darwin-x86_64.tar.gz HTTP/1.1"" 200 2119 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","-","http://www.elastic-elastic-elastic.com/success/talgat-musabayev","/kibana/kibana-6.3.2-darwin-x86_64.tar.gz","/kibana/kibana-6.3.2-darwin-x86_64.tar.gz",200,200,"error, info","error, info","Jul 1, 2023 @ 15:58:38.192","https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz","https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz","Jul 1, 2023 @ 15:58:38.192"
"Jul 1, 2023 @ 15:49:08.243","9q94F4kB_MXBIRPNEim7","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","4,093","43.48.253.233","sample_web_logs",css,css,"{
  ""coordinates"": [
    -90.168145,
    31.14601111
  ],
  ""type"": ""Point""
}",CN,US,"US:CN","cdn.elastic-elastic-elastic.org","cdn.elastic-elastic-elastic.org",19,"kibana_sample_data_logs","kibana_sample_data_logs","43.48.253.233","win xp","win xp","13,958,643,712","-","43.48.253.233 - - [2018-07-28T19:49:08.243Z] ""GET /styles/pretty-layout.css HTTP/1.1"" 200 4093 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","43.48.253.233 - - [2018-07-28T19:49:08.243Z] ""GET /styles/pretty-layout.css HTTP/1.1"" 200 4093 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","-","http://www.elastic-elastic-elastic.com/success/wang-yaping","/styles/pretty-layout.css","/styles/pretty-layout.css",200,200,"success, login","success, login","Jul 1, 2023 @ 15:49:08.243","https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","Jul 1, 2023 @ 15:49:08.243"
"Jul 1, 2023 @ 15:03:30.216","6a94F4kB_MXBIRPNEim7","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","4,902","105.220.108.116","sample_web_logs","(empty)","(empty)","{
  ""coordinates"": [
    -75.76149639,
    40.80950889
  ],
  ""type"": ""Point""
}",DZ,US,"US:DZ","www.elastic.co","www.elastic.co",19,"kibana_sample_data_logs","kibana_sample_data_logs","105.220.108.116",osx,osx,"7,516,192,768","-","105.220.108.116 - - [2018-07-28T19:03:30.216Z] ""GET /beats/metricbeat HTTP/1.1"" 200 4902 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","105.220.108.116 - - [2018-07-28T19:03:30.216Z] ""GET /beats/metricbeat HTTP/1.1"" 200 4902 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","-","http://nytimes.com/warning/joe-h-engle","/beats/metricbeat","/beats/metricbeat",200,200,"success, security","success, security","Jul 1, 2023 @ 15:03:30.216","https://www.elastic.co/downloads/beats/metricbeat","https://www.elastic.co/downloads/beats/metricbeat","Jul 1, 2023 @ 15:03:30.216"
